0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 
0 0 0 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 0 0 0 
0 0 1 1 1 2 2 1 1 1 1 1 1 1 1 2 2 1 1 1 0 0 
0 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 0 
1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 
1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 
1 2 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 1 1 1 2 1 
1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 
1 2 1 2 1 1 1 0 0 0 0 0 0 0 0 1 1 1 2 1 2 1 
1 2 1 2 1 1 1 0 0 0 0 0 0 0 0 1 1 1 2 1 2 1 
1 2 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 2 1 
1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 
1 2 1 1 2 2 1 1 2 1 1 1 1 2 1 1 2 2 1 1 2 1 
1 1 2 1 1 2 2 1 1 2 2 2 2 1 1 2 2 1 1 2 1 1 
0 1 1 2 1 1 2 2 1 1 1 1 1 1 2 2 1 1 2 1 1 0 
0 0 1 1 2 1 1 1 2 2 2 2 2 2 1 1 1 2 1 1 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 
初赛小Boss
南理
科协
dragoncat
学姐3.1
学妹3.1
