0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 
0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0 0 
0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0 
0 2 1 1 2 2 2 2 2 2 2 2 2 1 1 2 2 2 1 1 2 0 
2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 2 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 
1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 1 1 1 1 2 1 1 
1 1 1 2 1 1 1 1 1 2 1 1 1 2 1 1 2 2 1 2 1 1 
1 1 2 1 1 1 1 0 0 0 0 0 0 0 0 1 2 2 1 2 1 1 
1 1 2 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 2 1 1 
1 1 2 1 2 2 1 0 0 0 0 0 0 0 0 1 1 1 1 2 1 1 
1 1 2 1 2 2 1 1 2 1 1 1 2 1 1 1 1 1 2 1 1 1 
1 1 2 1 1 1 1 2 1 1 1 1 1 2 2 2 2 2 1 1 1 1 
1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 0 
0 0 1 1 2 2 2 1 1 2 2 2 2 2 2 2 2 2 1 1 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 
大黑特黑
大黑
特黑
元芳
王成1号
赵祖威2号
