0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 
0 0 0 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 0 0 0 
0 0 1 1 1 2 2 1 1 1 1 1 1 1 1 2 2 1 1 1 0 0 
0 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 0 
1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 
1 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 
1 2 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 1 1 1 2 1 
1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 
1 2 1 2 1 1 1 0 0 0 0 0 0 0 0 1 1 1 2 1 2 1 
1 2 1 2 1 1 1 0 0 0 0 0 0 0 0 1 1 1 2 1 2 1 
1 2 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 2 1 
1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 
1 2 1 1 2 2 1 1 2 1 1 1 1 2 1 1 2 2 1 1 2 1 
1 1 2 1 1 2 2 1 1 2 2 2 2 1 1 2 2 1 1 2 1 1 
0 1 1 2 1 1 2 2 1 1 1 1 1 1 2 2 1 1 2 1 1 0 
0 0 1 1 2 1 1 1 2 2 2 2 2 2 1 1 1 2 1 1 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 
Turing-Machine
一实
不二
tmplast
last1
last2
