0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 
0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 
0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 
2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 
2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 
2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
2 1 2 2 2 2 1 0 0 0 0 0 0 0 0 1 2 2 2 2 1 2 
2 1 2 2 2 2 1 0 0 0 0 0 0 0 0 1 2 2 2 2 1 2 
2 1 2 2 2 2 1 0 0 0 0 0 0 0 0 1 2 2 2 2 1 2 
2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 
2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 
2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 1 2 
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 
0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 
tmplast
last1
last2
Turing-Machine
一实
不二
